iter	Logloss
340	0.03623354974
341	0.03615894757
342	0.03606779991
343	0.0359965017
344	0.03589072537
345	0.03577445504
346	0.03566181473
347	0.03553443906
348	0.03539615539
349	0.03528502466
350	0.03514017655
351	0.03505378869
352	0.03496705018
353	0.03485176529
354	0.03472270124
355	0.03464700055
356	0.0345939623
357	0.03448477623
358	0.03440377433
359	0.03425457293
360	0.03414081505
361	0.03400153766
362	0.03385163742
363	0.03378134718
364	0.0336092226
365	0.03352649992
366	0.03347103692
367	0.03341159003
368	0.03331582757
369	0.0331949327
370	0.03309890929
371	0.03297838184
372	0.0328968725
373	0.03282463445
374	0.03276374631
375	0.03268688108
376	0.0326053032
377	0.0325090051
378	0.03240846053
379	0.03235061543
380	0.03229159239
381	0.03223053317
382	0.03216101225
383	0.03207611135
384	0.03198533707
385	0.03187467001
386	0.03181897803
387	0.03175001155
388	0.03165699713
389	0.03161384711
390	0.03154027996
391	0.03149480354
392	0.0313993736
393	0.03129936607
394	0.03121713059
395	0.03108980415
396	0.03089699794
397	0.03082314519
398	0.03071422582
399	0.03064560687
400	0.03048727632
401	0.03044574727
402	0.03033376444
403	0.03028853725
404	0.03017538658
405	0.03012912348
406	0.02997354384
407	0.02993405756
408	0.02987647946
409	0.02981118593
410	0.02970352137
411	0.02965595801
412	0.02956320521
413	0.0295261443
414	0.02946152497
415	0.02934194774
416	0.0292496473
417	0.02914909117
418	0.02909821693
419	0.02903734113
420	0.02894802284
421	0.02890656384
422	0.02880622612
423	0.02871736628
424	0.02861923316
425	0.02852278616
426	0.0284235367
427	0.02827148628
428	0.02816032709
429	0.02806407609
430	0.02801975643
431	0.02790703083
432	0.02778484237
433	0.02772239215
434	0.02767313231
435	0.02749970258
436	0.02743339838
437	0.02734580788
438	0.02725796126
439	0.02719616342
440	0.02714547187
441	0.02704124984
442	0.02698553406
443	0.02689068403
444	0.02684742498
445	0.02676412548
446	0.02671773437
447	0.02663756543
448	0.02658916473
449	0.02647039781
450	0.02637525722
451	0.0263230436
452	0.02626850097
453	0.02621441938
454	0.02613608489
455	0.02605565177
456	0.02596365251
457	0.02583873767
458	0.02575969821
459	0.02562871431
460	0.02556862485
461	0.02552377563
462	0.02543058575
463	0.02539159888
464	0.02534197588
465	0.02527996636
466	0.02516585304
467	0.02509897859
468	0.02499853206
469	0.0249064509
470	0.0248573642
471	0.02479318291
472	0.02475430415
473	0.02469175431
474	0.02457352238
475	0.02452433228
476	0.02444902712
477	0.02442161539
478	0.0243590363
479	0.02431986037
480	0.02427440226
481	0.02420203525
482	0.02412268543
483	0.02407175438
484	0.02400038326
485	0.02389408322
486	0.02386404485
487	0.02380275545
488	0.02375949961
489	0.02371397027
490	0.0236788424
491	0.02355618078
492	0.02351457032
493	0.0234739596
494	0.02342781268
495	0.02332432034
496	0.02326119869
497	0.02319294789
498	0.02314834936
499	0.0230865645
500	0.02302548075
501	0.02297683398
502	0.0229106896
503	0.02287614826
504	0.02286106649
505	0.02279146603
506	0.0227511114
507	0.02272280551
508	0.02267865497
509	0.02260610891
510	0.02254450511
511	0.02247934337
512	0.02238590681
513	0.02235571027
514	0.02232401828
515	0.02228014375
516	0.02222511313
517	0.02216822061
518	0.02214026766
519	0.02208008512
520	0.02206314485
521	0.02199972635
522	0.02194517103
523	0.02190500528
524	0.02179519796
525	0.02176438789
526	0.02170152898
527	0.02166274805
528	0.02160093381
529	0.02158514162
530	0.02152468366
531	0.02146562215
532	0.02141083372
533	0.02136191515
534	0.0213122389
535	0.02124944936
536	0.02116590757
537	0.02113402954
538	0.02109732165
539	0.02104669599
540	0.02101469969
541	0.02097698016
542	0.02091446311
543	0.02090072138
544	0.02085362681
545	0.02081401911
546	0.02072718065
547	0.02069539237
548	0.02064086578
549	0.02062823038
550	0.02058164814
551	0.02054684157
552	0.0204706728
553	0.02041365794
554	0.02036417039
555	0.02027843657
556	0.02022150176
557	0.02018278718
558	0.02013236085
559	0.02008599287
560	0.02003341789
561	0.0199805291
562	0.01994837419
563	0.01991671027
564	0.01988623794
565	0.01983966035
566	0.0197833622
567	0.01970558652
568	0.01963536304
569	0.01954913716
570	0.01951088512
571	0.0194469719
572	0.01940073818
573	0.0193500334
574	0.01929527328
575	0.01924107341
576	0.01922622821
577	0.01918863422
578	0.01914974589
579	0.01911921125
580	0.01905203739
581	0.01902449481
582	0.01900172337
583	0.01895373871
584	0.01888889931
585	0.01887327379
586	0.01884300821
587	0.01883214616
588	0.01877946473
589	0.01874212716
590	0.01870551615
591	0.01863237786
592	0.0185844905
593	0.0185226316
594	0.01849923697
595	0.01845474188
596	0.01840896851
597	0.01834372176
598	0.01831911979
599	0.01830913499
600	0.01825506667
601	0.01819714866
602	0.01815024135
603	0.01807144285
604	0.01804871573
605	0.01799740367
606	0.01794435104
607	0.01790135803
608	0.01785087635
609	0.01782039772
610	0.01779280357
611	0.01776456584
612	0.01773288656
613	0.0177016892
614	0.01769225361
615	0.01764774321
616	0.01760427663
617	0.01756117238
618	0.01751394824
619	0.01748835481
620	0.01745903922
621	0.01741967011
622	0.01740868558
623	0.01739337651
624	0.01735858329
625	0.01731668015
626	0.01726063878
627	0.01722280218
628	0.01717244553
629	0.01714747459
630	0.01710148431
631	0.01708587264
632	0.01703770882
633	0.01699743408
634	0.01692769037
635	0.01688048458
636	0.01684093346
637	0.01680695585
638	0.0167861906
639	0.01676504554
640	0.01672995612
641	0.01668226564
642	0.01666988114
643	0.0166054029
644	0.01658975503
645	0.01656063232
646	0.01655178627
647	0.01653729717
648	0.01652901866
649	0.01650336939
650	0.01647210322
651	0.01641086607
652	0.01637410436
653	0.01634682639
654	0.01629366767
655	0.01625354646
656	0.01622322294
657	0.01617738817
658	0.01614617567
659	0.01611030216
660	0.01609146382
661	0.01602999917
662	0.01598389549
663	0.01594577217
664	0.01590257387
665	0.01587659521
666	0.01580856454
667	0.01579774111
668	0.01575713989
669	0.01571601324
670	0.01568397449
671	0.01561528033
672	0.01560790547
673	0.01555132468
674	0.01552445312
675	0.01551746531
676	0.0154882786
677	0.01545750344
678	0.01544203755
679	0.01540645524
680	0.01537643829
681	0.01536436837
682	0.01532029578
683	0.01530183873
684	0.01526101316
685	0.01524384188
686	0.01521279204
687	0.01519953835
688	0.01513564526
689	0.01511108132
690	0.01508126946
691	0.01505661015
692	0.01499268026
693	0.01495977312
694	0.01490778365
695	0.01489147633
696	0.01483236897
697	0.01479820027
698	0.01473239825
699	0.01471265423
700	0.01467460163
701	0.0146324733
702	0.01461554174
703	0.01457735555
704	0.01455447912
705	0.01452758845
706	0.01448971224
707	0.01447131242
708	0.01443183321
709	0.01442015013
710	0.01441068909
711	0.01436833112
712	0.0143618103
713	0.01430614892
714	0.01427485234
715	0.01425447454
716	0.01423963903
717	0.01421092657
718	0.01417814476
719	0.01415102745
720	0.01411649265
721	0.01409986182
722	0.01409011481
723	0.01408205267
724	0.01406894876
725	0.01405224295
726	0.01401418051
727	0.01399847751
728	0.01396372835
729	0.01394369329
730	0.01390031135
731	0.01386725164
732	0.01385373097
733	0.01383060294
734	0.01380330082
735	0.01377681418
736	0.01374947701
737	0.01370941888
738	0.01367681979
739	0.01365022764
740	0.01362423411
741	0.01359659681
742	0.01358571787
743	0.0135749592
744	0.01355535874
745	0.0135341172
746	0.01349644984
747	0.01348782821
748	0.01347403178
749	0.01346586408
750	0.01342245464
751	0.01340747161
752	0.01338990716
753	0.01337311905
754	0.0133535694
755	0.01334523011
756	0.01332146271
757	0.01329111597
758	0.01327280699
759	0.01324905437
760	0.01323807513
761	0.01322990167
762	0.01322189238
763	0.0131820948
764	0.01315233635
765	0.01310381442
766	0.01308928755
767	0.0130338597
768	0.01299926085
769	0.01296005304
770	0.01290937565
771	0.01288722708
772	0.01285540043
773	0.01284350587
774	0.01281990309
775	0.01277256503
776	0.01275620802
777	0.01270920839
778	0.01268596167
779	0.01265407955
780	0.01263336335
781	0.01262179777
782	0.01259688068
783	0.01255999487
784	0.01254856429
785	0.01251150772
786	0.01248154994
787	0.01247667629
788	0.01245316089
789	0.01244486755
790	0.01243933604
791	0.01241040442
792	0.0123912745
793	0.01237355869
794	0.01234986718
795	0.01232860912
796	0.01229088988
797	0.01225405834
798	0.01223324275
799	0.01221314649
800	0.01220601039
801	0.01219974552
802	0.01219544684
803	0.01218673817
804	0.0121755395
805	0.01216901466
806	0.01214881627
807	0.01211809112
808	0.01209036428
809	0.01208384417
810	0.01205717519
811	0.01203177752
812	0.01200377005
813	0.0119903567
814	0.0119699369
815	0.01193869892
816	0.01190747658
817	0.01187807816
818	0.01185036162
819	0.01181970464
820	0.01180151432
821	0.01178907005
822	0.0117551695
823	0.01172612967
824	0.01167104929
825	0.01161630338
826	0.01159133496
827	0.01155423471
828	0.01153185036
829	0.01151729182
830	0.01149638468
831	0.01149065765
832	0.011461474
833	0.01144776841
834	0.01142044692
835	0.01140964365
836	0.01138787823
837	0.01136824913
838	0.01136217593
839	0.01134663997
840	0.01133439269
841	0.01129482796
842	0.01128769639
843	0.01125932182
844	0.01123205149
845	0.01120244132
846	0.01117337366
847	0.01112712686
848	0.01111598409
849	0.01110645033
850	0.01108000003
851	0.01105039455
852	0.01103402744
853	0.01102888641
854	0.01099995436
855	0.0109942629
856	0.01098587788
857	0.01095356769
858	0.01092658357
859	0.0109119733
860	0.01087408393
861	0.01085130103
862	0.0108387907
863	0.01082574859
864	0.01080422425
865	0.010781452
866	0.01077632037
867	0.01076366054
868	0.01075322655
869	0.0107168209
870	0.01068873578
871	0.01068387048
872	0.01065401101
873	0.01060755914
874	0.01058645668
875	0.01057060671
876	0.01055623691
877	0.01052694748
878	0.01050385783
879	0.01047408787
880	0.0104473492
881	0.01041355178
882	0.01040508075
883	0.01039118612
884	0.01037612337
885	0.01035739666
886	0.01033665465
887	0.01032333275
888	0.01027971975
889	0.01026735701
890	0.01025411304
891	0.01024695956
892	0.010236772
893	0.01022702497
894	0.01021637567
895	0.01019233642
896	0.01016085226
897	0.01014579655
898	0.01013719198
899	0.01011823083
900	0.01007961482
901	0.01005863873
902	0.01001240833
903	0.009981149659
904	0.009956396108
905	0.009950911383
906	0.009930147622
907	0.009923221579
908	0.009912500258
909	0.009891779187
910	0.00985723342
911	0.009844259211
912	0.009826451411
913	0.009813090645
914	0.009789576996
915	0.009782284146
916	0.009769518652
917	0.00975650632
918	0.009745597738
919	0.009745583065
920	0.009736166397
921	0.009736152575
922	0.00971936912
923	0.009719375437
924	0.009706140038
925	0.009674027706
926	0.009646876527
927	0.009635999967
928	0.009623683015
929	0.009623684863
930	0.009611721449
931	0.009587331207
932	0.009566456573
933	0.00953542084
934	0.009522155537
935	0.009510693837
936	0.009492207881
937	0.009483834416
938	0.009453767429
939	0.009436345019
940	0.009410763923
941	0.009398416755
942	0.009394766119
943	0.009377189668
944	0.009347892728
945	0.009347873714
946	0.009336143369
947	0.00932154382
948	0.009307122945
949	0.009299716884
950	0.009280656263
951	0.009261762119
952	0.009242645778
953	0.009222706342
954	0.00920989857
955	0.009209873548
956	0.009199931611
957	0.009199934535
958	0.009183294218
959	0.009183281997
960	0.009175126895
961	0.009166858623
962	0.009138023944
963	0.009114818953
964	0.009114818953
965	0.009107933574
966	0.009091185506
967	0.009071932413
968	0.00906000185
969	0.009059977051
970	0.009050529641
971	0.009044683154
972	0.009033327522
973	0.009018817529
974	0.008989372471
975	0.008973824437
976	0.008950174371
977	0.008950190201
978	0.008931420407
979	0.00893140957
980	0.008926542777
981	0.008920543792
982	0.008915927186
983	0.00890192031
984	0.008878403303
985	0.008859873745
986	0.008840828639
987	0.008811250713
988	0.008800245327
989	0.008790595706
990	0.008788290706
991	0.008764867275
992	0.008744129157
993	0.008706885839
994	0.008697633519
995	0.0086847995
996	0.008669498252
997	0.008665302598
998	0.008649973458
999	0.008633493584
