iter	Logloss
0	0.6481212729
1	0.6045877693
2	0.5669369006
3	0.5353491113
4	0.5066405147
5	0.4729601735
6	0.4443126983
7	0.4222950817
8	0.4025179523
9	0.3853673161
10	0.3670920427
11	0.3505813811
12	0.3331393202
13	0.3190458107
14	0.3066617136
15	0.2934716711
16	0.2832725143
17	0.2704818294
18	0.2611018209
19	0.2516443142
20	0.2440643996
21	0.2356155457
22	0.2279465473
23	0.2213112531
24	0.2160801643
25	0.2102784282
26	0.2051501918
27	0.1998422185
28	0.1947843107
29	0.1910519119
30	0.186359963
31	0.1811059687
32	0.1764203614
33	0.1713936141
34	0.1677102867
35	0.1642825447
36	0.1606686994
37	0.1567239519
38	0.1539292429
39	0.1517491223
40	0.1484193725
41	0.1457492451
42	0.1433934432
43	0.1409060578
44	0.1383413147
45	0.1359032022
46	0.1340028765
47	0.131538117
48	0.129600598
49	0.1277889723
50	0.1257302007
51	0.1241590471
52	0.1221760607
53	0.1205564869
54	0.1193159536
55	0.1174352074
56	0.1160864991
57	0.114508168
58	0.1136292047
59	0.1125147987
60	0.1110330295
61	0.1099220914
62	0.1088496598
63	0.1077510553
64	0.1066191104
65	0.1056596194
66	0.1046017009
67	0.1037220549
68	0.1029886024
69	0.1018711475
70	0.1011055015
71	0.1001999316
72	0.09939392946
73	0.09840336065
74	0.09744134673
75	0.09657593956
76	0.09596837286
77	0.09545317406
78	0.09485317269
79	0.09436980616
80	0.09401539382
81	0.09363531134
82	0.09268886681
83	0.09183862796
84	0.09132979376
85	0.09071566916
86	0.08981064318
87	0.0893540398
88	0.08867698978
89	0.0881947505
90	0.08754362022
91	0.08702260589
92	0.08654839979
93	0.08624850999
94	0.08582701634
95	0.08533064396
96	0.08477282811
97	0.08436816017
98	0.08404433768
99	0.08366704115
100	0.08340495067
101	0.08269612407
102	0.08220366081
103	0.08169709708
104	0.08128497761
105	0.08091837934
106	0.08061394499
107	0.08009857355
108	0.07969897244
109	0.07913716793
110	0.07867148039
111	0.07811721102
112	0.07781087389
113	0.07756979771
114	0.07725976453
115	0.07707218695
116	0.07673669682
117	0.07646727486
118	0.07612117744
119	0.07577377862
120	0.07553018923
121	0.07534496527
122	0.07505537855
123	0.07471457781
124	0.07444824924
125	0.07398048511
126	0.07366935252
127	0.07319892951
128	0.07295287876
129	0.0725500875
130	0.07231006807
131	0.07191427099
132	0.07164417012
133	0.07138019466
134	0.07115579399
135	0.07074396327
136	0.07035569004
137	0.07009120787
138	0.06992242553
139	0.06958442695
140	0.06913399002
141	0.06890617366
142	0.06853701835
143	0.06830094687
144	0.06801098141
145	0.06764996175
146	0.06744937413
147	0.067009563
148	0.06661686855
149	0.06634480266
150	0.06614610863
151	0.06594073673
152	0.06565876653
153	0.06546727568
154	0.06516420376
155	0.0648182743
156	0.06458514592
157	0.06442246456
158	0.06424184996
159	0.06410781374
160	0.06388843322
161	0.06362726598
162	0.06343708644
163	0.06320200685
164	0.0630210672
165	0.06286901524
166	0.06266624583
167	0.06249537726
168	0.0623199058
169	0.06217689491
170	0.06198376283
171	0.0618727944
172	0.06169120021
173	0.06145259851
174	0.06127342553
175	0.06109446391
176	0.06086191621
177	0.06065345882
178	0.06045159221
179	0.06026639915
180	0.06006543898
181	0.05975020941
182	0.05956944608
183	0.05925310043
184	0.05894318114
185	0.05873643511
186	0.05849365863
187	0.05825100451
188	0.05805748491
189	0.05773927123
190	0.05752978892
191	0.05725667164
192	0.05712725378
193	0.05693301622
194	0.05685732015
195	0.05665902571
196	0.05646555423
197	0.05635804945
198	0.05613427727
199	0.05597813373
200	0.05584994096
201	0.0557318426
202	0.05557375803
203	0.05544789691
204	0.05533463798
205	0.05512263245
206	0.05483478336
207	0.0546942466
208	0.05455937966
209	0.05436658922
210	0.05424157999
211	0.05400314201
212	0.05387570759
213	0.05367624828
214	0.05346021235
215	0.05326367965
216	0.05310352231
217	0.05285626722
218	0.05261403991
219	0.05250234836
220	0.05239736666
221	0.05222930536
222	0.05206378764
223	0.05185909465
224	0.05176926066
225	0.05161904057
226	0.05146059182
227	0.05127312778
228	0.05116536734
229	0.05090627449
230	0.05076033412
231	0.05065366753
232	0.05050294884
233	0.05031262393
234	0.05017921615
235	0.04998354959
236	0.04979904414
237	0.04954321514
238	0.04926889855
239	0.04913248184
240	0.04897571529
241	0.04879181687
242	0.04856085036
243	0.04836452021
244	0.04824206213
245	0.04817228558
246	0.04795693048
247	0.04782334334
248	0.04772181478
249	0.04756252921
250	0.04743387928
251	0.04731480383
252	0.04716970245
253	0.04706668204
254	0.04682113109
255	0.0467053237
256	0.04645510414
257	0.04634599475
258	0.04614549781
259	0.04602526795
260	0.04588737659
261	0.04576890419
262	0.04568366817
263	0.04553636966
264	0.04541946102
265	0.04527598107
266	0.04515080977
267	0.04491803764
268	0.04476022669
269	0.04460646417
270	0.04448801981
271	0.04433033017
272	0.04423874608
273	0.04402723746
274	0.04385017545
275	0.04364868883
276	0.04351411167
277	0.04336395905
278	0.04330010312
279	0.04316186868
280	0.04306679992
281	0.04292468738
282	0.042787125
283	0.0426579078
284	0.04243953128
285	0.04233786061
286	0.04223439393
287	0.04210904379
288	0.04200301401
289	0.04192302075
290	0.04173234561
291	0.04160502073
292	0.04144911579
293	0.04137477844
294	0.04128964061
295	0.04118672342
296	0.0409788198
297	0.04084301324
298	0.04078979136
299	0.040669107
300	0.04052107667
301	0.04039181264
302	0.04025539681
303	0.04015107861
304	0.04005496648
305	0.03991267075
306	0.03980545458
307	0.03973172043
308	0.039585553
309	0.03947428879
310	0.03939294062
311	0.03931157677
312	0.03920936562
313	0.03909094435
314	0.03894647887
315	0.03882356827
316	0.03872751876
317	0.03866891105
318	0.03853459134
319	0.03842696846
320	0.03827930088
321	0.03815864498
322	0.0380385155
323	0.03793556055
324	0.03785196311
325	0.03772072602
326	0.03760987221
327	0.03751082735
328	0.03742024442
329	0.03726951139
330	0.03717625619
331	0.03708970602
332	0.03698804582
333	0.03690700613
334	0.03678397442
335	0.03672110352
336	0.03662379061
337	0.03654253362
338	0.03645265721
339	0.03633762674
